Respondent,,React,Spring,.NET Core,Django,Cordova,Angular,Hadoop,Node.js,TensorFlow,Torch/PyTorch,Xamarin,Spark
21348,,,,,,,,,,,,,
21349,,,,,,,,,,,,,
21351,,,1,,,,,,,,,,
21352,,1,,,,,,,,,,,
21353,,,,,,,,,,,,,
21354,,1,1,1,,,1,,1,,,,
21356,,1,,,,1,1,,1,,,,
21359,,,1,,,,1,,,,,,
21362,,,,,1,,,,,,,,
21363,,,,1,,,1,,,,,,
21364,,,,,,,,,,,,,
21365,,,,,,,,,,,,,
21366,,,,,,,,,,,,,
21367,,1,1,,,,,,1,,,,
21368,,,,,,,,,,,,,
21371,,,,,,,1,,1,,,,
21372,,,,,,,,,,,,,
21373,,,,,,,1,,,,,,
21376,,,,,,1,,,,,,1,
21377,,,,,,,,,,,,,
21379,,,,,,1,1,,1,,,,
21380,,,,,,,,,,,,,
21384,,,,,,,,,,,,,
21385,,,,,1,,,,1,,,,
21387,,,1,,,1,1,,,,,,
21388,,,,,,,,,1,,,,
21390,,,,1,,,,,,,,,
21392,,,,,,,,,,,,,
21394,,,,,,,,,,,,,
21395,,,,,,,,,,,,,
21396,,,,1,,,,,,,,,
21397,,,,,,,,,,,,,
21398,,,,1,,,,,,,,,
21399,,,,,,,,,,,,,
21400,,,,,,,,,,,,,
21402,,,,,,,,,,,,,
21404,,,1,,,,,,,,,,
21405,,1,,,,,,,,,,,
21406,,,,,,,,,,,,,
21407,,,,,,,,,,,,,
21408,,,,,,,1,,,,,,
21409,,,,,1,,,,,,,,
21410,,,,,,,1,,,,,,
21412,,,,,,,,,,,,,
21413,,,,,,,,,,,,,
21414,,,,,,,,,,,,,
21417,,,1,,,,1,,1,,,,1
21418,,,1,,,,1,1,1,,,,1
21425,,,,1,1,1,,,1,,,,
21426,,,,,,,,,,,,,
21429,,,1,,,,,,,,,,
21431,,1,,,,,1,,1,,,,
21433,,,1,,,,,,,,,,
21434,,,1,1,,,,,,,,,
21436,,,,,,,,,,,,,
21439,,,,,,,,,,,,,
21440,,1,,1,,,1,,,,,,
21441,,,,,,,,,,,,,
21442,,1,,1,,,1,,1,,,,
21445,,,,,,1,1,,1,,,,
21446,,1,,,1,,,1,,,,,
21447,,,,1,,,,,,,,,
21448,,,,,,,,,,,,,
21450,,1,,,,,1,,1,,,,
21451,,,,,,,,,,,,,
21453,,,,,,,,,,,,,
21454,,,,1,,,,,,,,1,
21455,,1,,,,,1,,1,,,,
21456,,1,,1,,,1,,1,,,1,
21457,,,,,,,,,,,,,
21458,,,,,,,,,,,,,
21459,,,,,,,,,,,,,
21460,,,,,,,,,,,,,
21461,,,,,,,,,,,,,
21462,,,,,,,,,,,,,
21463,,,1,,,,,,,,,,
21466,,1,,,,,,,,,,,
21467,,,,,,,,,,,,,
21469,,,,,,,,,,,,,
21470,,,,,,,,,1,,,,
21471,,1,,1,,,,,,,,,
21472,,,,,,,,,,,,,
21473,,,,,,,1,,1,,,,
21474,,,,,,,,,,,,,
21476,,,,,,,,,,,,,
21477,,,,,,,,,1,1,,,
21478,,,,,,,,,,,,,
21479,,,,,,1,1,,1,,,,
21480,,1,,,,,,,1,,,,
21482,,,,,,,,,,,,,
21484,,,,,,,1,,,,,,
21485,,,,,,,,,,,,,
21486,,,,,,,,,,,,,
21487,,1,,,,1,1,,,,,,
21488,,,,,,,,,,,,,
21491,,,,,,,,,,,,,
21492,,,,,,,,,,,,1,
21493,,,,1,,,,,,,,,
21495,,,,,,,1,,,,,,
21496,,,1,,,,,,,,,,
21497,,,,1,,,1,,,,,,
21498,,,,,,1,1,,1,,,,
21499,,,,,,,,,,,,,
21500,,,,,,,,,,,,,
21501,,1,,,,1,1,,1,,,,1
21502,,,,,,1,,,,,,,
21505,,,,,,,1,,1,,,,
21506,,,,,,,,,,,,,
21507,,,,,,,1,,,,,,
21508,,,,,,,,,,,,,
21509,,,1,,,,,,,,,,
21510,,,,,,,,,,,,,
21512,,,,,,,,,,,,,
21514,,,,,,,,,,,,,
21515,,,,,,1,,,,,,1,
21516,,,,,,,,,,,,,
21517,,,1,,,1,1,,1,1,,1,
21518,,,,,,,,,,1,,,
21519,,,,1,,,1,,,,,,
21520,,,1,,,,,,,,,,
21521,,1,,,,,,,1,,,,
21522,,,,,,,,,,,,,
21524,,,,,,,,,,1,1,,
21525,,,,,,,,,1,,,,
21526,,,1,,,,1,,,,,,
21528,,,1,,,,1,,,,,,1
21529,,1,,,,,,,1,,,,
21530,,1,,1,,1,1,,1,,,1,
21531,,,,1,,,,,,,,,
21532,,,,,1,,,,,,,,
21533,,,,,,,,,,,,,
21536,,,,,,,,,1,,,,
21537,,,,,,,,,,,,,
21539,,,,,,,,,,,,,
21541,,,,,,,,,,,,,
21542,,,,,,1,1,,1,,,,
21544,,,,,,,1,,,,,,
21545,,,,,,,,,,1,,,
21548,,,,,,,1,,1,,,,
21549,,,,,,,,,,,,,
21550,,,,,,,,,,,,,
21553,,,,,,,,,,,,,
21555,,,,,,,,,,,,,
21556,,,,,,,,,,,,,
21557,,,,,,,,,,,,,
21558,,,,,,,,,,,,,
21559,,,,,,,,,,,,,
21561,,,,,,,,,,1,1,,
21562,,,,,,,,,,,,,
21563,,,,,,,,,,,,,
21564,,,,,,,,,,,,,
21565,,,,,,,,,,,,,
21566,,,,,,,,,,,,,
21567,,,,1,,,,,,,,1,
21568,,,,,,,,,,,,,
21569,,,1,,,,,,,,,,
21572,,,,,,,,,,,,,
21573,,1,,1,,,1,,1,,,,
21574,,1,,1,,,,,,,,,
21575,,,,,,,1,,,,,,
21576,,,,1,,,1,,1,1,,,
21579,,,,,,,,,,,,,
21580,,,,,,,,,,,,,1
21582,,,,,,,,,,,,,
21584,,,1,,,,,,,,,,
21585,,,,,,,,,,,,,
21586,,,,,,,,,,,,,
21587,,,,1,,,,,1,,,,1
21588,,1,,,,,,,,,,,
21590,,1,,1,,,,,1,,,,
21591,,,,,,,,,1,,,,
21592,,,,,,,,,,,,,
21593,,,,1,,,,,,,,,
21594,,1,1,,,,,,1,,,,
21595,,1,,,,,,,,1,,,
21597,,,,,,,,,,,,,
21598,,1,,1,,,1,,,,,,
21599,,,,,1,,,,,,,,
21602,,1,,,1,,1,,1,1,,,1
21603,,,,,,,,,,,,,
21605,,,,,,,,,,,,,
21606,,,,,,,,,,,,,
21607,,,,,,,,,,,,,
21608,,,,,,,,,,,,,
21609,,,,,,,,,,,,,
21610,,,,,,,,,,,,,
21614,,,,,,,,,,,,,
21615,,1,1,,,,1,,,,,,
21616,,,,1,,1,,,,,,,
21617,,,,1,,,1,,1,,,1,
21618,,,,1,,,,,,,,,
21620,,,,,,,,,,,,,
21621,,1,,1,,,,,,,,,
21624,,,,,,,,,,,,,
21626,,1,,,,,,,1,,,,
21628,,1,,,,,1,,1,,,,
21629,,,,,,,,,,,,,
21630,,,,,,,,,,,,,
21632,,,,,1,,,,,,,,
21633,,,,,,,,,,,,,
21634,,,,,1,,,,1,,,,
21636,,,,1,,,,,1,,,,
21638,,,,,,,,,,,,,
21639,,,,,,,1,,1,,,,
21640,,,,,,,,,1,,,,
21641,,1,,,,,,,1,,,,
21642,,,1,,,,1,,1,,,,
21643,,1,,,,,1,,1,,,,
21644,,,1,,,,,1,,,,,
21645,,,,,,1,1,,1,,,,
21646,,1,,,,,,,,,,,
21648,,,,,,,,,,,,,
21649,,,,,1,,,,,,,1,
21650,,,,,,,,,,1,,,
21651,,1,,,,,,,1,,,,
21652,,1,,,1,,1,,1,,,,
21653,,,,,,,,,,,,,
21654,,,,,,,,,,,,,
21655,,,,1,,,1,,1,,,,
21656,,,,,,,,,,,,,
21657,,1,,,,,1,,1,,,,
21658,,,,,,,,,,,,,
21659,,,,1,,,,,,,,,
21660,,,,,,,,,,,,,
21661,,,,,,,,,,,,,
21662,,,,,1,,1,,1,1,,,
21665,,,,,,,,,,,,,
21666,,,,,,,,,,,,,
21668,,,,,1,,1,,1,,,,
21669,,,,,,,,,,,,,
21670,,,1,1,,,,1,1,,,,
21672,,,,,,,,,,,,,
21673,,,,,,,1,,1,,,,
21674,,1,1,,,,1,,1,,,,
21675,,,,,,,,,,,,,1
21676,,1,,,,,1,,1,,,,
21677,,,,,,,,,,,,,
21678,,,,,,,,,,,,,
21679,,,,,,,1,,1,,,,
21680,,,,1,1,,,,,,,,
21682,,,,,,,,,,,,,
21683,,1,,,1,,,,1,1,,,
21685,,,1,,,,,,,,,,
21686,,,,,,,,,,,,,
21687,,,,,,,,,,,,,
21688,,,,,,,,,,,,,
21689,,,,,,,,,,,,,
21691,,,,,,,,1,1,,,,
21692,,,,,,,,,,,,,
21693,,1,1,,,,1,,1,,,,
21694,,,,,,,,,,,,,
21695,,,,,,,,,,,,,
21698,,,,,,,1,,,,,,
21699,,,,,,,1,,,,,,
21700,,,,1,,,,,1,,,,
21701,,,,,,,,,,,,,
21702,,,1,,,,,,1,,,,
21704,,,,,,,,,,,,1,
21705,,,,,,,,,,,,,
21706,,,,,,,,,,,,,
21708,,,1,1,,,,,,,,,
21709,,1,,,,,1,,1,,,,
21710,,,,,,,,,,,,,
21713,,,,,,,,,,,,,
21714,,1,,,,,,1,,,,,1
21715,,,,1,,,,,,,,,
21716,,,,,,1,1,,1,,,,
21717,,,,,,,,,,,,,
21719,,,,,,,,,,,,,
21720,,,,,,,,,,,,,
21721,,,,1,,1,1,,1,,,,
21722,,,,,,,,,,,,,
21725,,,,,,,,,,,,,
21726,,,,1,,,,,1,,,,
21727,,,,,,,,,,,,,
21729,,,,,,,,,,,,,
21730,,,,1,,,,,,,,,
21731,,,,,,,,,,,,,
21732,,,,1,,,,,,,,1,
21733,,,,,,,,,,,,,
21734,,1,,,,,,,1,,,,
21735,,,,,,,,,1,,,,
21737,,,,1,,,,,,,,,
21738,,,,,,,,,,,,,
21739,,,,,,,,1,,,,,
21740,,1,,,,,1,,1,,,,
21741,,,,,,,,1,,,,,1
21742,,,1,,,,,,,,,,
21743,,,,,,,1,,1,,,,
21744,,,,,,,1,,1,,,,
21745,,,,,,,,,,1,,,
21746,,,,,,,,,,,,,
21747,,,1,,,,,,,,,,
21749,,1,,1,,,1,,1,,,1,
21750,,,,,,,,,,,,,
21752,,,,,,,1,,,,,,
21753,,,,,,,,,,,,,
21754,,,,,,,,,,,,,
21755,,,,,,,,,,,,,
21756,,,,1,,,,1,,,,,
21757,,,,,,,,,,,,,
21760,,1,,,,,,,1,,,,
21761,,1,,,,,,,,,,,
21762,,1,,1,,,,,1,,,,
21763,,,,,,,,,1,,,,
21764,,,,,,,,,,,,,
21768,,,,,,,,,,,,,
21769,,,,,1,,,1,,,,,
21770,,,,1,,,,,,,,,
21771,,,,,,,1,,1,,,,
21772,,,,1,,,,,,,,,
21774,,,,,,,,,,,,,
21775,,,,,,,,,,,,,
21777,,,,,,,,,,1,,,
21778,,,,,,,,,1,,,1,
21779,,,,,,,,,,,,,
21780,,,,1,,,,,,,,,
21781,,,,,,,1,,1,,,,
21782,,,,1,,,1,,,,,,
21783,,,,,,,,,,,,,
21784,,,,,,,1,,,,,,
21787,,1,,1,,,,,1,,,,
21788,,,,,,,,,,,,,
21789,,,,,1,,,,,,,,
21791,,,,,,,,,,,,,
21794,,,,,,,,,,,,,
21795,,,,,,,,,,,,,
21796,,,,,,,,,,,,,
21798,,1,,,,,,,,,,,
21799,,1,,,,,,,1,,,,
21800,,,,,,1,,,,,,,
21801,,,,1,,,1,,1,,,,
21803,,,,1,,,,,,,,,
21804,,,,,,,,,1,,,,1
21805,,1,1,,1,,,,1,,,,
21808,,,,,,,,,,,,,
21809,,,,,,,,,,,,,
21810,,,,1,,,,,,,,,
21811,,,,,,,,,,,,,
21813,,,,,1,,1,,1,,,,
21815,,,,1,,,1,,,,,,
21816,,,,,,,,,,,,,
21818,,,1,,,,1,,1,,,,
21820,,,,,,,,,,,,,
21821,,,,,,,,,1,,,,
21824,,,,1,,,1,,,,,,
21825,,,1,,,,,,,1,,,1
21828,,,1,,,,1,,,,,,
21829,,1,,1,,,1,,,,,,
21831,,,,,,,,,,,,,
21832,,1,,,,,1,,1,,,,
21833,,1,,,,,,,1,,,,
21834,,,,,,,,,,,,,
21835,,,,,,,,,,,,,
21836,,,,,,,,,,,,,
21837,,,,,,,1,,,,,,
21838,,,1,,,1,1,,,,,,
21839,,,,,,,,,,,,,
21841,,,,1,,,,,,,,,
21842,,,,,,,,,,,,,
21843,,,,,,,,,,,,,
21845,,,,,,,,,,,,,
21847,,,1,,1,,1,,1,1,,,
21848,,,,1,,,,,,,,,
21849,,,,,,,,,,,,,
21850,,,,1,,,,,,,,,
21851,,,,,,,,,,,,,
21852,,,,,,,1,,,,,,
21853,,,,1,,,,,,,,,
21854,,,,,,,,,,,,,
21855,,,,,,,,,,,,,
21856,,,,,,,,,,,,,
21857,,,,,,,1,,1,,,,
21858,,,1,,,,,,,,,,
21859,,,,,,,,,,,,,
21860,,,,,,,,,,,,,
21861,,,,,,,,,,,,,
21862,,1,,,,,1,,1,,,,
21864,,,,,1,,,,,1,,,
21865,,,,1,,,1,,1,,,,
21867,,,,1,,,,,,,,,
21868,,,1,,,,1,,,,,,
21871,,,,,,,1,,,,,,
21872,,,,,,,,,,,,,
21873,,,,1,,,,,1,,,1,
21875,,,1,,,,1,,,,,,
21876,,,,,,,1,,1,,,,
21879,,1,,,,,,,1,,,,
21882,,,,,,,,,1,,,,1
21883,,,,,,,,,,,,1,
21884,,,,,,,,,,,,,
21885,,1,,,,,1,,1,,,,
21886,,,,,,,,,,,,,
21887,,1,,,1,,,,1,,,,
21890,,,,1,,,,,,,,,
21893,,,,,,,1,,1,,,,
21894,,,,,,,,,,,,,
21895,,,,,,,,,,,,,
21897,,,,,,,,,,,,,
21898,,,,,,,,,,,,,
21899,,,,,,,,,,,,,
21900,,,,,,,,,,,,,
21901,,,,1,,,,,,,,1,
21902,,,,,,,,,,,,,
21903,,,,,,,,,,,,,
21904,,,,,,,,,,,,,
21905,,,1,,,,1,,1,,,,
21906,,,,,,,,,,,,,
21907,,,,,,,1,,1,,,,
21911,,,,,,,,,,,,,
21912,,,,1,,,,,,,,,
21913,,,,,,,,,,,,,
21914,,,,,,,,,,,,,
21915,,,1,,,,1,,1,,,,
21920,,,,,,,,,,,,,
21923,,,,,,,,,,,,,
21925,,,,,,1,,,,,,,
21927,,1,1,,,,1,,1,,,,
21928,,,,,,,1,,1,,,,
21929,,,1,,,,,,,,,,
21930,,,,,,,1,,,,,,
21931,,,,,,,,,,,,,
21932,,,,,,,,,,,,,
21934,,,,,,,,,,,,,
21935,,,,,,,,,,,,,
21937,,,,1,,,1,,1,,,1,
21938,,1,,,,,,,1,,,,
21939,,1,,,,,,,,,,,
21941,,1,1,,,,,,,,,,
21942,,,1,,,,1,,,,,,
21945,,1,,,,,,,1,,,,
21946,,,1,,,,,,,,,,
21947,,,1,,,,,,,,,,
21948,,,,,,,,,,,,,
21950,,,,,,,1,,1,,,,
21951,,,,,,,,,,,,,
21952,,,,,,,,,,,,,
21953,,,,1,,,1,,1,,,,
21954,,,,,,,,,,,,,
21955,,1,,,,,,,,,,,
21957,,,,,,,,,,,,,
21959,,,,,,,,,,,,,
21960,,,,,,,,,,,,,
21962,,1,,,,,1,,1,,,,
21963,,,,,,1,,,,,,,
21964,,1,,,,,1,,1,,,,
21967,,,1,,,,,,,,,,
21968,,1,,,,,1,,1,,,,
21969,,,1,,,,1,,,,,,
21971,,1,,,,,,,1,,,,
21972,,,1,,,,,,,,,,
21973,,1,,,,,,,1,,,1,
21974,,1,,,,,1,,1,,,,
21975,,,,,,,,,,,,,
21977,,,,,,,,,,,,,
21978,,,,,,,,,,,,,
21979,,,,1,,,,,,,,1,
21980,,,,,,,,,,,,,
21982,,,,,,,,,,,,,
21983,,,1,,,,,,,,,,
21985,,,,,,,,,,,,,
21986,,,,,,,1,,1,,,,
21987,,1,1,,,,,,,,,,
21988,,,,,,,,,,,,,
21989,,,,,,,,,,,,,
21990,,,,,,,,,1,1,,,
21995,,,,,,,,,,,,,
21996,,,,,,,,,,,,,
21997,,,,,,,,,,,,,
21999,,,,,1,,,,,,,,
22000,,,,,,,,,,,,,
22003,,,,,,,1,,1,,,,
22004,,,,,,,,,,,,,
22008,,,,,,,,,,,,,
22009,,,,,,,,,,,,,
22010,,,,1,,,,,1,,,,
22012,,,1,,,,1,,1,,,,
22013,,,,,,,,,,,,,
22014,,,1,,,,,1,1,,,,1
22015,,,,,,,,,,,,,
22017,,,1,,,,,,1,,,,
22019,,,,,,,,,,,,,
22020,,,,,,,,,,,,,
22021,,,,,,,,,,,,,
22029,,,,,,,,,,,,,
22030,,,,,,,,,,,,,
22032,,,,,,,,,,,,,
22033,,,,,,,,,1,,,1,
22037,,,,,,,,,,,,,
22039,,,,,,1,1,,1,,,,
22040,,,,,,,,,,,,,
22041,,,,,,,,,,,,,
22042,,,,,,,,,,,,,
22044,,,,1,,,,,,,,,
22045,,,,,,,,,,,,,
22046,,1,,,,,,,1,,,,
22048,,,,,1,,,,,,,,
22050,,,,1,,,,1,,,,,
22051,,,,,,,,,,,,,
22052,,,,,,,,,,,,,
22053,,,,,,,,1,1,,,,
22054,,,,,,,,,,,,,
22056,,,,1,,,1,,1,,,,
22057,,,,,,,,,,,,,
22058,,,,,,,1,,1,,,,
22060,,,,1,,,1,,,,,,
22061,,,,,,,,,1,,,1,
22064,,,,,,,,,,,,,
22065,,,,,,,,,,,,,1
22066,,,,,,,1,,,,,,
22067,,,,,,,1,,,,,,
22068,,1,,,,,,,1,,,,
22070,,,,,,,1,,,,,,
22072,,,,,,,,,,,,,
22074,,1,,,,,,,,,,,
22075,,,,,,,,,,,,,
22076,,,,,,,,,1,1,,,1
22078,,,,,,,1,,1,,,,
22080,,,,1,,,1,,,,,,
22081,,,1,,,,,,,,,,
22084,,1,1,,,,1,,1,,,,
22085,,,,,,,,,,,,,
22086,,,,1,,,1,,1,,,,
22088,,,1,1,,,,,,,,,
22089,,,1,,,,1,,,,,,
22090,,,1,,,,1,,1,,,,
22091,,,,,,,,,,,,,
22092,,,,,,,,,,,,,
22093,,1,,,,,,,1,,,1,
22094,,1,1,,,,,,1,,,,
22095,,,,,,,,,,,,,
22096,,1,,,,,,,1,,,,
22097,,,,,,,,,,,,,
22098,,,,,,,,,,,,,
22099,,,,,,,,,,,,,
22100,,1,,1,,1,1,,,,,,
22101,,,,,,,,,,,,,
22104,,,,,,,,,,,,,
22105,,,,,,,,,,,,,
22107,,,,,,,1,,,,,,
22108,,1,,,,,1,,,,,,
22110,,,,,,,,,,,,,
22112,,,,,,,,,,,,,
22113,,,,,,,,,,,,,
22114,,,,,,,,,,,,,
22115,,,,,,,,,,,,,
22118,,,,,,,,,,1,,,1
22119,,1,,,,,,,1,,,,
22121,,,,,,,,,,,,,
22122,,,,,,,1,,1,,,,1
22123,,,,1,,,,,1,,,,
22125,,1,,,,,,,1,,,,
22127,,,,,,,1,,1,,,,
22128,,,,1,,,,,,,,,
22130,,,1,,,,,,,,,,
22133,,,,,,,,,,,,,
22134,,,,,,,,,,,,,
22135,,,,,,,,,,,,,
22136,,,,,,,,,,1,,,
22137,,,,,,,,,,,,,
22138,,1,1,,,,1,,1,,,,
22139,,,,,,,,,,,,,
22142,,,1,,,,,,,,,,
22145,,,1,,,,,,,,,,
22146,,,,,,,1,,,,,,
22147,,,,,,,,,,,,,
22148,,,,,,,,,1,,,,
22149,,,,,1,,,,1,,,,
22150,,,1,,,,,,,,,1,
22151,,,,,,,,,,,,,
22154,,,,,,1,1,,,,,,
22158,,,,,,,,,1,,,1,
22159,,,,,,,,,,,,,
22160,,,,,,,,,,,,,
22162,,,1,,,,,,,,,,
22164,,,,,,,,,,,,,
22165,,,1,,,,,,1,,,,
22167,,,1,,,,,1,,,,,
22168,,,,1,,,,,,,,,
22169,,1,,,,,1,,,,,,
22170,,,,,,,,,1,,,,
22171,,,,,,,,,,,,,
22172,,,,,,,,,,,,,
22173,,,,,,,1,,1,,,,
22174,,,,1,,,1,,1,,,,
22175,,,,,,,,,1,,,,
22177,,,,,,,,,,,,,
22178,,,,,,,,,,,,,
22179,,1,,,1,1,1,,1,,,,
22180,,,,,,,,,,,,,
22181,,,,,,,,,,,,,
22182,,,,,,,,,,,,,
22183,,,,1,,,,,1,1,,,
22185,,1,,,,,,,1,,,,
22186,,,,,,,,,,,,,
22187,,,,,,,,,,,,,
22188,,1,1,,,,,,1,,,,
22189,,,,,,,,,,,,,
22190,,,,,,,,,,,,,
22191,,,,,,,,,,,,,
22192,,1,,,,,,,,,,,
22195,,,,,,,,,,,,,
22196,,,,,,,,,1,1,1,,
22198,,,,,,,,,,,,,
22199,,,,,,,,,,,,,
22202,,,,,,,1,,1,,,,
22204,,,,,,,,,,,,,
22205,,,,1,,,,,,,,,
22207,,,,1,,,,,,,,,
22210,,,,,,,,,,,,,
22212,,,,,,,,,,,,,
22213,,,,,,,,1,,,,,1
22215,,,,,1,,,,,,,,
22217,,,,,,,,,,,,,
22218,,,,1,,,,,,,,,
22219,,,,,1,,,,,,,,
22220,,,,,,,,,,,,,
22222,,,,,,,,,,,,,
22223,,,,,,,,,,,,,
22226,,,,,,,,,,,,,
22227,,,,,,,1,,1,,,,
22228,,,,,,,,,,,,,
22230,,,1,,,,1,,1,,,,
22231,,,,,,,,,,,,,
22233,,1,,,,,,,1,,,,
22234,,1,,,,,,,1,,,,
22235,,,,,,,,,,,,,
22236,,,,,,,,,,,,,
22239,,,,,,,,,,,,,
22240,,,,,,,,,,,,,
22242,,,,,,,,,,,,,
22245,,,,1,,,1,,,,,,
22246,,,,,,,,,1,1,,,1
22248,,1,,,,,1,,1,,,,
22250,,,,,,,,,,,,,
22251,,,,,,,,,,,,,
22252,,,,1,,,,,,,,1,
22253,,,,,,,,,,,,,
22254,,,,,,,,,,,,,
22255,,,,,,,,,,,,,
22256,,,,1,,,,,,,,,
22258,,,,1,,,,,,1,,,
22259,,1,,,,,1,,,,,,
22260,,,,,,,,,,,,,
22262,,1,1,,,,1,,,,,,
22264,,,,,,,,,,,,,
22266,,,,,1,,,,,,,,
22267,,,,,,,,,,,,,
22268,,,,,,,,,,1,,,
22269,,,,,,,,,,,,,
22270,,1,,,1,,,,1,,,,
22271,,,,,,,,,,,,,
22273,,,,,,,,,,,,,
22274,,,,1,1,,1,,1,,,,
22276,,,,,1,,,,,,,1,
22277,,1,,,,,,,1,,,,
22278,,,,,,,,,,,,,
22279,,,,1,,,,,,,,,
22280,,,,,,,,,,,,,
22283,,,1,,,,1,,,,,,
22284,,,,,,1,1,,1,,,,
22285,,,,,,,,,,,,,
22286,,1,,1,,,1,,1,,,,
22288,,,,,,,,,,,,,
22289,,,,,,,,1,,1,,,1
22291,,,,,,,,,,,,,
22292,,,,1,,,1,,,,,,
22294,,,,1,,,1,,,,,,
22295,,,,,1,,,,,,,,
22296,,,,,,,,,,,,,
22297,,1,,,,,,,1,,,,
22298,,1,,,,,,,,,,,
22299,,,1,,,1,1,,1,,,,
22302,,,,1,,,,,,,,,
22303,,,,,,,,,,,,,
22305,,,1,,,,,,,,,,
22306,,,,,,,,,,,,,
22307,,,,,,,1,,,,,,
22308,,,1,,,,,,,,,,
22310,,1,1,,,1,1,,1,,,,
22311,,,,,,,,,,,,,
22312,,,,,,,,,,,,,
22315,,,,,,,,,,,,,
22318,,,,,,,,,,,,,
22319,,1,,,,,1,,1,,,,
22320,,,,,,,,,,,,,
22322,,1,1,,,,1,,,,,,
22323,,,,,,,,,,,,,
22324,,,,,,,,,,,,,
22325,,,,,,,,,,,,,
22326,,,,,,,,,,,,,
22329,,,1,,,1,1,,,,,,
22330,,,,,,,1,,,,,,
22331,,1,,,,,1,,1,,,,
22332,,1,,1,,,,,,,,,
22334,,,,1,,,,,,,,,
22336,,1,1,,1,,1,1,1,,,,
22337,,,,,,,,,,,,,
22338,,,,,,,,,,,,,
22339,,,,,,,,,,,,,
22340,,,,1,,,1,,1,,,,
22344,,,,,,,,,,,,,
22345,,1,,,,,,,1,,,,
22347,,,,,,,,,,,,,
22349,,,,,,,,,1,,,,
22351,,,,,,,,,,,,,
22353,,,,1,,,1,,,,,,
22354,,,,,,,,,1,,,,
22355,,,,,,,,,,,,,
22356,,1,1,,,,1,,1,,,,
22357,,,,,,,,,,,,,
22359,,,,,,,,,,,,1,
22360,,,,,1,,,,,,,,
22363,,1,,,,,,1,1,1,,,1
22364,,,,,,,,,,,,,
22365,,,,,,,,1,,1,,,1
22366,,,,,,,,,,,,,
22367,,,,,1,,,,1,,,,
22368,,,,1,,,1,,,,,,
22369,,,,,,,,,,,,,
22371,,1,,1,,,,,,,,1,
22372,,,,,,,,,,,,,
22373,,,,,,,,,,,,,
22374,,,,,,,,,,,,,
22378,,,,,,,,,,,,,
22381,,1,,,,,1,,,,,,
22382,,,,,,1,1,,,,,,
22384,,,,1,,,,,,,,1,
22385,,,1,,,,1,,1,,,,
22386,,1,,,1,,,,1,1,,,
22387,,,,,,,,,,,,,
22388,,,1,,,,1,,1,,,,1
22389,,,,1,,,1,,,,,,
22391,,,,,,,1,,,,,,
22392,,1,,,,,,,,,,,
22393,,,1,,,,,,,,,,
22394,,,,1,,,,,,,,,
22395,,,,,,,,,,,,,
22396,,,,,1,,,,,,,,
22397,,,,1,,,,,1,,,,
22398,,1,,,1,,,,1,,,1,
22399,,,,,,,,,,,,,
22400,,,,,,,,,,,,,
22405,,,,,,,,,,,,1,
22406,,,,,,,,,,,,,
22408,,,,,,,,,,,,,
22409,,,1,1,,,,,1,,,,
22411,,,,,,,1,,,,,,
22412,,1,,,,,1,,1,,,,
22415,,,,,,,,,,,,,
22418,,,,,,,,,,,,,
22419,,,,,,,1,,,,,,
22420,,1,,,1,,,,,,,,
22421,,1,,,,,,,,,,,
22422,,,1,1,1,,1,,1,,,,
22423,,,,,,,,,,,,,
22424,,,,1,,,,,,,,,
22425,,,,,,,1,,1,,,,
22426,,,,,,,,,,,,,
22427,,,,,,,,,,,,,
22428,,,,,,,,1,,1,,,1
22429,,,,,1,,,,1,,,,
22430,,,,,,,,,,,,,
22431,,,,1,,,,,,,,,
22432,,,,,,,,,,,,,
22434,,,,,,1,1,,,,,,
22435,,,,,,,,,,,,,
22437,,,,1,,1,1,,,,,,
22438,,,,,,,,,1,,,,
22439,,,,,,,1,,1,,,,
22440,,,,,,,,,,,,,
22442,,,,1,,,1,,1,,,,
22443,,,,,,,,,,,,1,
22444,,,,,,,,,,,,1,
22446,,,,,,1,,,,,,,
22447,,,,,,1,,,1,,,,
22448,,,,,,,,,1,,,,
22450,,,,,,,,,,,,,1
22452,,,,,,,,,,,,,
22454,,,,,,,1,,1,,,,
22455,,,,1,,,,,,,,1,
22456,,,1,,,,,,,,,,
22457,,1,,,,,,,1,,,,
22458,,,,,,,,,,,,,
22459,,,,,,,,,,,,,
22460,,,,,,,1,,1,,,,
22461,,,,1,,,1,,,1,,1,
22462,,,,,,,,,,,,,
22463,,,,,,,,,,,,,
22464,,,,,,,,,,,,,
22465,,,,,,,,,,,,,
22466,,,,,,,,,,,,,
22468,,,,,,,1,,,,,,
22469,,,,,,,,,,,,,
22470,,,,,,,,,,,,,
22471,,,,1,,,,,,,,,
22472,,,,,,,,1,,,,,1
22475,,,,,,,,,,,,,
22478,,,,1,,,1,,,,,,
22479,,1,,,,,,,1,1,,,
22480,,,,1,,,,,,,,,
22481,,,1,,,,,,,,,,
22482,,,1,,,,,,,,,,
22484,,1,,1,,1,1,,1,,,1,
22486,,,,,,,,,1,,,1,
22487,,,,,,,1,,1,,,,
22489,,,,,,,,,,,,,
22492,,,1,,,,,,,,,,
22493,,,,,,,,,,,,,
22494,,,,,,,1,,,,,,
22496,,,1,,,,,,,,,,
22497,,,1,,,,,,,,,,
